whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
 sterilizer for the eye., Sterilizer for the eye., Sterilizer for the eye., Sterilizer for the eye, sterilizer for the eye, sterilizer for the eye,Sterilizer for the eye,train_sample_258.wav,train_sample_258.wav,50.0,25.0,0.0,25.0,25.0
 my wound open it up again, My won't open it up again., My wound opened up again., my wand open it up again, my wand opened up again, Mi hombro se abrió de nuevo.,My wound opened up again,train_sample_259.wav,train_sample_259.wav,60.0,20.0,80.0,120.0,40.0
 I have injured myself during the succamage., I have injured myself during the soccer match., I have injured myself during the soccer match., I have injured myself during the soccer match., I have injured myself during the soccer match., I have injured myself during the soccer match.,i have injured myself during the soccer match,train_sample_260.wav,train_sample_260.wav,37.5,25.0,25.0,25.0,25.0
 When I get out of bed in the morning my body feels very weak., When I get out of bed in the morning my body feels very weak., when I get out of bed in the morning my body feels very weak, when I get out of bed in the morning my body feels very weak, when I get out of bed in the morning my body feels very weak, when I get out of bed in the morning my body feels very weak,When I get out of bed in the morning my body feels very weak.,train_sample_261.wav,train_sample_261.wav,0.0,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 My hair isn't well., My hair isn't well., My hair isn't well., My hair isn't well., My hair isn't well., My hair isn't well.,my hair isn't well,train_sample_262.wav,train_sample_262.wav,50.0,50.0,50.0,50.0,50.0
 When I play football I have muscle ping.," When I play football, I have muscle pain."," When I play football, I have muscle pain.", When I play football I have muscle pain., When I play football I have muscle pain.," When I play football, I have muscle pain.",When I play football I have muscle pain.,train_sample_263.wav,train_sample_263.wav,12.5,12.5,0.0,12.5,0.0
 count keep focus......," Count, keep focus.", count keep focus, Can't keep focus., Can't keep focus., Can't keep focus.,Can't keep focus,train_sample_264.wav,train_sample_264.wav,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
" I had a cut that was teased together but it is not healing, it is oozing rain first and", I had a cut that was stitched together but it is not healing. It is oozing green pus and bums., I had a cut that was stitched together but it is not healing. It is oozing rain puffs and burns., I had a cut that was stitched together but it is not healing. It is oozing green pus and buns., I had a cut that was stitched together but it is not healing. It is using green pus and burns., I had a cut that was stitched together but it is not healing. It is oozing green pus and burns.,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,train_sample_265.wav,train_sample_265.wav,30.0,10.0,10.0,5.0,10.0
" When I tried to give warm and will more close, I found that I was still cold."," When I tried to be warm and with more clothes, I found that I was still cold."," When I tried to be warm and wear more clothes, I found that I was still cold."," When I tried to be warm and with more clothes, I found that I was still cold", When I tried to be warm and with more clothes I found that I was still cold.," When I tried to be warm and wear more clothes, I found that I was still cold.",When I tried to be warm and wear more clothes I found that I was still cold,train_sample_266.wav,train_sample_266.wav,23.52941176470588,11.76470588235294,11.76470588235294,11.76470588235294,11.76470588235294
 I top it over while jumping to catch the ball., I top it over while jumping to catch the board., I toppled over while jumping to catch the board., I toppled over while jumping to catch the ball., I toppled over while jumping to catch the ball., I toppled over while jumping to catch the ball.,I toppled over while jumping to catch the ball.,train_sample_267.wav,train_sample_267.wav,22.22222222222222,11.11111111111111,0.0,0.0,0.0
 My neck has been so since the accident., My neck has been sore since the accident., My neck has been sore since the accident., My neck has been sore since the accident., My neck has been sore since the accident., My neck has been sore since the accident.,My neck has been sore since the accident.,train_sample_268.wav,train_sample_268.wav,12.5,0.0,0.0,0.0,0.0
 My shoulder muscle hurts when I try to reach up., My shoulder muscle hurts when I try to reach up., My shoulder muscle hurts when I try to reach up., My shoulder muscle hurts when I try to reach up., My shoulder muscle hurts when I try to reach up., My shoulder muscle hurts when I try to reach up.,My shoulder muscle hurts when I try to reach up.,train_sample_269.wav,train_sample_269.wav,0.0,0.0,0.0,0.0,0.0
 I got injured exercising., I got injured exercising., I got injured exercising., I got injured exercising, I got injured exercising., I got injured exercising.,I got injured exercising,train_sample_270.wav,train_sample_270.wav,25.0,25.0,0.0,25.0,25.0
 I feel a stranger powerful pain inside my hip cage., I feel a strange and powerful pain inside my ribcage., I feel a strange and powerful pain inside my rib cage., I feel a strange and powerful pain inside my rib cage., I feel a strange and powerful pain inside my ribcage., I feel a strange and powerful pain inside my rib cage.,I feel a strange and powerful pain inside my rib cage,train_sample_271.wav,train_sample_271.wav,36.36363636363637,9.090909090909092,9.090909090909092,9.090909090909092,18.181818181818183
 I wake up with a stiff neck every morning massage heads but then a couple of days later it's back again, I wake up with a stiff neck every morning. Massage helps but then a couple of days later it's back again., I wake up with a stiff neck every morning. Massage helps but then a couple of days later it's back again., I wake up with a stiff neck every morning. Massage helps but then a couple of days later it's back again., I wake up with a stiff neck every morning. Massage helps but then a couple of days later it's back again., מגיע ורונarette בסגifiableC темי Technical guide Havenís Hi detaliers,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,train_sample_272.wav,train_sample_272.wav,19.047619047619047,0.0,0.0,100.0,0.0
" May your accolades, for the next wish.", May your apples come to an expiration., May I hold your next breath., May your apples always be fresh., My arms hurt when I stretch., My arm hurts when I stretch.,My arm hurts when I stretch,train_sample_273.wav,train_sample_273.wav,116.66666666666667,100.0,100.0,16.666666666666664,50.0
" When I think of my parents, I feel pain."," When I think of my parents, I feel pain."," When I think of my parents, I feel pain.", When I think of my parents I feel pain.," When I think of my parents, I feel pain."," When I think of my parents, I feel pain.",When I think of my parents I feel pain,train_sample_274.wav,train_sample_274.wav,22.22222222222222,22.22222222222222,11.11111111111111,22.22222222222222,22.22222222222222
" I am Oled, how cold, internet, I am, I am, I am, I am, I am, I am, I am, I am, I am, I am,"," I am O Red, How cold, Internland, I am, I am Alage, Severeng, Evan, Out in the Sun."," I am Ored, how cold, internet I am. I am alleged simmering even out in the sun."," I am Oret, how cold, intolerant I am. I am always, simmering even, out in the sun.", I am over it how cold internal I am I am always severing a van out in the sun," I am over it, how cold, intolerant I am, I am always searing even out in the sun.","I am worried how cold intolerant I am, I am always shivering, even out in the sun.",train_sample_275.wav,train_sample_275.wav,117.64705882352942,35.294117647058826,35.294117647058826,23.52941176470588,47.05882352941176
 I cannot get warm no matter how much I wrap up or how high I put the heating on.," I cannot get warm, no matter how much I wrap up or how high I put the heating on.", I cannot get warm no matter how much I wrap up or how high I put the heating on., I cannot get warm no matter how much I wrap up or how high I put the heating on., I cannot get warm no matter how much I wrap up or how high I put the heating on., I cannot get warm no matter how much I wrap up or how high I put the heating on.,I cannot get warm no matter how much I wrap up or how high I put the heating on,train_sample_276.wav,train_sample_276.wav,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842
" After a breakup, I feel something strange in me."," After a breakup, I feel something strange in me."," After a break up, I feel something strange in me.", After a breakup I feel something strange in me.," After a breakup, I feel something strange in me."," After a breakup, I feel something strange in me.",After a breakup  I feel something strange in me.,train_sample_277.wav,train_sample_277.wav,11.11111111111111,22.22222222222222,0.0,11.11111111111111,11.11111111111111
 I feel a burn sensation in my kids about two hours after age meal., I feel a burning sensation in my gits about two hours after 80 meals., I feel a burning sensation in my kids about two hours after eating meal., I feel a burning sensation in my gills about two hours after eating meal., I feel a burning sensation in my kids about two hours after each meal, I feel a burning sensation in my gut about two hours after each meal.,I feel a burning sensation in my guts about 2 hours after each meal.,train_sample_278.wav,train_sample_278.wav,28.57142857142857,21.428571428571427,21.428571428571427,14.285714285714285,21.428571428571427
 One hair is falling out in bunches., One hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches.,My hair is falling out in bunches.,train_sample_279.wav,train_sample_279.wav,14.285714285714285,0.0,0.0,0.0,0.0
" nice, I feel stereotypedlets.", I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal., I feel suicidal.,I feel suicidal.,train_sample_280.wav,train_sample_280.wav,66.66666666666666,0.0,0.0,0.0,0.0
 I had a sharp pin in my stomach., I had a sharp pain in my stomach., I had a sharp pain in my stomach., I had a sharp pain in my stomach., I had a sharp pain in my stomach., I had a sharp pain in my stomach.,I had a sharp pain in my stomach,train_sample_281.wav,train_sample_281.wav,25.0,12.5,12.5,12.5,12.5
 I get chills and H is all over., I get chills and etch each all over., I get chills and etchage all over., I get chills and edges all over., I get chills and edges all over., आपको अचिक और अचिक बड़ते हैं।,I get chills and aches all over.,train_sample_282.wav,train_sample_282.wav,28.57142857142857,14.285714285714285,14.285714285714285,100.0,14.285714285714285
 The nerve wears so damage during the operation of my ankle that I can not stand and make sure to try to, The nerve were so damaged during the operation of my ankle that I cannot stand being touched on this car., The nerve was so damaged during the operation of my ankle that I cannot stand being touched on this scar., The nerves were so damaged during the operation of my ankle that I cannot stand being touched on the scar., The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar., The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,train_sample_283.wav,train_sample_283.wav,60.0,20.0,5.0,0.0,0.0
 I hit myself and the wood doesn't want to heal., I hit myself and the wood doesn't want to heal., I hit myself and the wood doesn't want to heal., I hit myself and the wood doesn't want to heal., I hit myself and the wood doesn't want to heal., I hit myself and the wood doesn't want to heal.,I hit myself and the would doesn't want to heal,train_sample_284.wav,train_sample_284.wav,20.0,20.0,20.0,20.0,20.0
" I am feeling so dizzy, body is so fragile."," I am feeling so dizzy, body is so fragile.", I am feeling so dizzy. Body is so fragile., I am feeling so dizzy. Body is so fragile., I am feeling so dizzy. Body is so fragile., I am feeling so dizzy. Body is so fragile.,"i am feeling so dizzy, body is so fragile.",train_sample_285.wav,train_sample_285.wav,11.11111111111111,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
 My knee is hurting so badly., My knee is hurting so badly., My knee is hurting so badly., My knee is hurting so badly., My knee is hurting so badly., My knee is hurting so badly.,My knee is hurting so badly.,train_sample_286.wav,train_sample_286.wav,0.0,0.0,0.0,0.0,0.0
 I have blue ribbed as shown after I use the ground medicine., I have blurry baseline after I use ground medicine., I have blurry vision after I use a grown medicine., I have blurry vision after I use a grown medicine., I have blurry vision after I use the ground medicine., I have blurry vision after I use ground medicine.,I have blurry vision after I used a wrong medicine.,train_sample_287.wav,train_sample_287.wav,70.0,20.0,20.0,30.0,30.0
" When I sneeze very hard, I feel earache.", When I sneeze very hard I feel earache., When I sneeze very hard I feel earache., When I sneeze very hard I feel earache., When I sneeze very hard I feel earache., When I sneeze very hard I feel earache.,When I sneeze very hard I feel ear ache,train_sample_288.wav,train_sample_288.wav,33.33333333333333,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
 My hair is falling out after I take the shower., My hair is falling out after I take the shower., My hair is falling out after I take a shower., My hair is falling out after I take a shower., My hair is falling out after I take a shower., My hair is falling out after I take a shower.,My hair is falling out after I take a shower.,train_sample_289.wav,train_sample_289.wav,10.0,0.0,0.0,0.0,0.0
 Get it front and center of scalp., Itch at front and center of scalp., It's at front and center of scalp., It's at front and center of scalp., itch at front and center of scalp, Itch at front and center of scalp.,itch at front and center of scalp,train_sample_290.wav,train_sample_290.wav,42.857142857142854,28.57142857142857,28.57142857142857,28.57142857142857,0.0
 I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy.,I complain alot with skin allergy,train_sample_367.wav,train_sample_367.wav,50.0,50.0,50.0,50.0,50.0
 I have the problem in mind to move it by exchange., I have the problem in my video you may buy in the show., I have a problem in my YouTube email page by infection., I have a problem in my YouTube email made by a exchange., I have a problem in my middle ear made by infection., I have a problem in my middle ear made by infection.,i have a problem in my middle ear made by infection,train_sample_291.wav,train_sample_291.wav,63.63636363636363,45.45454545454545,45.45454545454545,18.181818181818183,18.181818181818183
 Sometimes when it's cold outside my base hurts especially around the pimples that are ready to pop., Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop., Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop., Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop., Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop., Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop.,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",train_sample_292.wav,train_sample_292.wav,27.77777777777778,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
 I have difficulty moving my neck., I have difficulty moving my neck., I have difficulty moving my neck., I have difficulty moving my neck., I have difficulty moving my neck., I have difficulty moving my neck.,i have difficulty moving my neck,train_sample_293.wav,train_sample_293.wav,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
 I just need breaks out and never clears up., My chest acne breaks out and never clears up., My chest acne breaks out and never clears up., My chest acne breaks out and never clears up., My chest acne breaks out and never clears up., My chest acne breaks out and never clears up.,My chest acne breaks out and never clears up.,train_sample_294.wav,train_sample_294.wav,33.33333333333333,0.0,0.0,0.0,0.0
 I feel something hurt me in taking breath and I can't take my breath., I feel something hurt me in taking breath and I can't take my breath., I feel something hurt me in taking breath and I can't take my breath., I feel something hurt me in taking breath and I can't take my breath., I feel something hurt me in taking breath and I can't take my breath., I feel something hurt me in taking breath and I can't take my breath.,I feel something hurt me in taking breath and I cant take my breath,train_sample_295.wav,train_sample_295.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I have a rash and it eats is very bad., I have a rash and it is very bad., I have a rash and it itches very bad., I have a rash and it itches very bad., I have a rash and it itches very bad., I have a rash and it itches very bad.,I have a rash and it itches very bad.,train_sample_296.wav,train_sample_296.wav,22.22222222222222,0.0,0.0,0.0,0.0
 I have a great pain in my food like combing pain with relaxing my pain really., I have a great pain in my foot like thong bean pain with relaxing my pain relief., I have a great pain in my foot like a homing pain with relaxing my pain relief., I have great pain in my foot like climbing pain with relaxing my pain relief., I have a great pain in my foot like throngbing pain with relaxing my pain relief., I have a great pain in my foot like Thongbing pain with relaxing my pain relief.,i have a great pain in my foot like thrombing pain with relaxing my pain releif,train_sample_297.wav,train_sample_297.wav,25.0,25.0,25.0,18.75,18.75
 My body feels weak and I think that my face is fade and I can't sleep well., My body feels weak and I think that my face is fade and I can't sleep well., My body feels weak and I think that my faces fade and I can't sleep well., My body feels weak and I think that my faces fade and I can't sleep well., My body feels weak and I think that my faces fade and I can't sleep well., My body feels weak and I think that my face is fade and I can't sleep well.,My body feels weak and i think that my face is fade and i can't sleep well,train_sample_298.wav,train_sample_298.wav,17.647058823529413,29.411764705882355,29.411764705882355,17.647058823529413,29.411764705882355
" I think I sprained my ankle, it's really hard.", I think I sprained my ankle. It's really hard.," I think I sprained my ankle, it really hurts."," I think I sprained my ankle, it really hurts."," I think I sprained my ankle, it really hurts."," I think I sprained my ankle, it really hurts.",I think I sprained my ankle it really hurts.,train_sample_138.wav,train_sample_138.wav,33.33333333333333,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
 My temperature dropped and my body gets I noticed., My temperature dropped and my body gets sinosed., My temperature dropped and my body gets high nosed., My temperature dropped and my body gets high-nosed., My temperature dropped and my body gets eye nosed., My temperature dropped and my body gets high nosed.,my temperature dropped and my body get synosed,train_sample_299.wav,train_sample_299.wav,50.0,50.0,37.5,50.0,50.0
" You and I wake up in New Orleans, I feel dizzy."," When I wake up in the morning, I feel dizzy."," When I wake up in the morning, I feel dizzy."," When I wake up in the morning, I feel dizzy."," When I wake up in the morning, I feel dizzy.", When I wake up in the morning I feel dizzy,when i wake up in the morning i feel dizzy,train_sample_300.wav,train_sample_300.wav,70.0,50.0,50.0,30.0,50.0
 Anytime I play tennis I feel a shoulder pain., Anytime I play tennis I feel a shoulder pain., Anytime I play tennis I feel shoulder pain., Anytime I play tennis I feel a shoulder pain., Anytime I play tennis I feel shoulder pain., Anytime I play tennis I feel a shoulder pain.,Anytime I play tennis I feel a shoulder pain,train_sample_301.wav,train_sample_301.wav,11.11111111111111,22.22222222222222,11.11111111111111,11.11111111111111,22.22222222222222
 I love to garden but I get a terrible twinge in my lower back when I lean over., I love the garden but I get a terrible twinge in my lower back when I lean over.," I love to garden, but I get a terrible twinge in my lower back when I lean over.", I love to garden but I get a terrible twinge in my lower back when I lean over., I love to garden but I get a terrible twinge in my lower back when I lean over., I love to garden but I get a terrible twinge in my lower back when I lean over.,I love to garden but I get a terrible twinge in my lower back when I lean over.,train_sample_302.wav,train_sample_302.wav,0.0,5.555555555555555,0.0,0.0,0.0
 My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches.,My hair is falling out in bunches.,train_sample_303.wav,train_sample_303.wav,0.0,0.0,0.0,0.0,0.0
 My son nicked his neck with an old razor and dead spot has become inflamed and looks like it is infected., My son nicked his neck with an old razor and that's what has become inflamed and looks like it is infected., My son nicked his neck with an old razor and that's what has become inflamed and looks like it is infected., My son nicked his neck with an old razor and that's what has become inflamed and looks like it is infected., my son nicked his neck with an old razor and that's what has become inflamed and looks like it is infected, My son nicked his neck with an old razor and that's what has become inflamed and looks like it is infected.,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,train_sample_304.wav,train_sample_304.wav,4.761904761904762,9.523809523809524,9.523809523809524,9.523809523809524,19.047619047619047
 I have sold our pain after doing any homework., I have shoulder pain after doing any homework., I have solder pan after doing any homework., I have solder pane up doing any homework., I have shoulder pain after doing any homework., আমাদ সল্দার পেন আপটা দুইঙ এই হমোগ্যাত্তে আমাদ সল্দার পেন আপটা দুইঙ এই হমোগ্যাত্তে,i have shoulder pain after doing any home work.,train_sample_305.wav,train_sample_305.wav,55.55555555555556,55.55555555555556,66.66666666666666,155.55555555555557,33.33333333333333
 My muscles in my lower back are ache., My muscles in my lower back are ache., My muscles in my lower back are aching., My muscles in my lower back are aching., My muscles in my lower back are aching., My muscles in my lower back are aching.,My muscles in my lower back are aching,train_sample_306.wav,train_sample_306.wav,12.5,12.5,12.5,12.5,12.5
 I feel like my heart is on fire., I feel like my heart is on fire., I feel like my heart is on fire., I feel like my heart is on fire., I feel like my heart is on fire., I feel like my heart is on fire.,I feel like my heart is on fire.,train_sample_307.wav,train_sample_307.wav,0.0,0.0,0.0,0.0,0.0
 I can stand with this horrible feeling in my stomach., I can stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach., I can't stand with this horrible feeling in my stomach.,I can't stand with this horrible feeling in my stomach,train_sample_308.wav,train_sample_308.wav,20.0,10.0,20.0,10.0,10.0
" I feel sharp, plain, and stomach after eating.", I feel sharp pain in stomach after eating., I feel a sharp pain in the stomach after eating., I feel a sharp pain in the stomach after eating., I feel a sharp pain in the stomach after eating., I feel a sharp pain in the stomach after eating.,I feel a sharp pain in the stomach after eating,train_sample_309.wav,train_sample_309.wav,60.0,10.0,10.0,10.0,10.0
 My head arts when I am done this., my head arts when I am done this., My head hurts when I am done this., My head hurts when I'm doing this., My head hurts when I am doing this., my head hurts when I am doing this,My head hurts when I'm doing this.,train_sample_310.wav,train_sample_310.wav,57.14285714285714,42.857142857142854,0.0,57.14285714285714,28.57142857142857
" I can hardly move my neck, it hurts.", I can hardly move my neck. It hurts.," I can hardly move my neck, it hurts."," I can hardly move my neck, it hurts."," I can hardly move my neck, it hurts.", I can hardly move my neck. It hurts.,I can hardly move my neck.  It hurts.,train_sample_311.wav,train_sample_311.wav,25.0,25.0,25.0,0.0,25.0
 Everything looks like being in ASMO media., Everything looks like being in SMC., everything looks like being in ASMR area., Everything looks like being in a smoke area, Everything looks like being in a smoke area, Semuanya terlihat seperti berada di Esmokaria,Everything looks like beeing in a smoky area.,train_sample_312.wav,train_sample_312.wav,50.0,50.0,37.5,100.0,37.5
" I can't walk, my knee hurts me."," I can't walk, my knee hurts me."," I can't walk, my knee hurts me.", I can't walk. My knee hurts me., I can't walk. My knee hurts me., I can't walk. My knee hurts me.,"i can't walk, my knee hurts me",train_sample_313.wav,train_sample_313.wav,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714,57.14285714285714
" I am having problems seeing this feel like cloud on my face, everything is blurry.", I am having problems seeing this feel like cloud on my a's everything is blurry," I am having problems seeing this feel like a cloud on my ace, everything is blurry."," I am having problems seeing this feel like a cloud, on my face everything is blurry."," I am having problems seeing this feel like a cloud on my eyes, everything is blurry.", I am having problems seeing this feel like a cloud on my ace everything is blurry,i am having problems seeing things feel like a cloud on my eyes everything is blurry,train_sample_314.wav,train_sample_314.wav,31.25,25.0,31.25,18.75,25.0
 but my body says like it's a human or refrigerator., My body feels like it's a whole lot of greater., My body feels like it's in our refrigerator., My body feels like it's in our refrigerator., My body feels like it's in a refrigerator., My body feels like it's in a refrigerator.,My body feels like it's in a refrigerator.,train_sample_151.wav,train_sample_151.wav,75.0,12.5,12.5,0.0,0.0
 It teaches inside my ears., It reaches inside my ears., It itches inside my ears, It itches inside my ears., It itches inside my ears., It itches inside my ears,It itches inside my ears.,train_sample_315.wav,train_sample_315.wav,20.0,20.0,0.0,20.0,0.0
 I was playing basketball yesterday. I have sprained ankle., I was playing basketball yesterday. I have sprained ankle, I was playing basketball yesterday. I have sprained ankle., I was playing basketball yesterday. I have sprained ankle., I was playing basketball yesterday. I have sprained ankle., I was playing basketball yesterday. I have sprained ankle.,"i was playing basketball yesterday, i have sprained ankle",train_sample_316.wav,train_sample_316.wav,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444
" When I think of my parents, I feel pain."," When I think of my parents, I feel pain."," When I think of my parents, I feel pain.", When I think of my parents I feel pain.," When I think of my parents, I feel pain."," When I think of my parents, I feel pain.",When I think of my parents I feel pain,train_sample_317.wav,train_sample_317.wav,22.22222222222222,22.22222222222222,11.11111111111111,22.22222222222222,22.22222222222222
 I hope the long 4 3 limiter I feel pain in my foot like foot egg.," I won't belong for 3mm, I feel pain in my foot like a footache.", I walked along for 3 km. I feel pain in my foot like foot ache., I walked along for 3km. I feel pain in my foot like food aching., I walked along for 3 kilometers. I feel pain in my foot like foot ache., I walked along for 3 kilometers. I feel pain in my foot like footache.,"i walked a long for 3 km, i feel pain in my foot like foot ache",train_sample_318.wav,train_sample_318.wav,43.75,37.5,50.0,43.75,37.5
" I can't stand up or sit down, I have painted my back that annoys me.", I can't stand up or sit down. I have pain in my back that annoys me.," I can't stand up or sit down, I have pain in my back that annoys me.", I can't stand up or sit down. I have pain in my back that annoys me., I can't stand up or sit down. I have pain in my back that annoys me., I can't stand up or sit down. I have pain in my back that annoys me.,I can't stand up or sit down I have a pain in my back that annoys me,train_sample_319.wav,train_sample_319.wav,29.411764705882355,17.647058823529413,17.647058823529413,17.647058823529413,17.647058823529413
 what up guys we're going to show you gallons, I'm going to get it. I'm going to get it. I'm going to get it. Thanks for the good luck. Thanks for the good luck., Get your hands off yourvideo, I think I need to get this ready. I just want my little arms., I think I'm going to be able to do it. I just want to be able to do it., Terima kasih.,Every time it rains I get hives on my belly and sides.,train_sample_320.wav,train_sample_320.wav,100.0,100.0,108.33333333333333,100.0,150.0
 I have a throbbing in my joints., I have a throbbing in my joints., I have a throbbing in my joints., I have a throbbing in my joints., I have a throbbing in my joints., I have a throbbing in my joints.,I have a throbbing in my joints,train_sample_321.wav,train_sample_321.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I can plan a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy., I complain a lot with skin allergy.,I complain alot with skin allergy,train_sample_322.wav,train_sample_322.wav,83.33333333333334,50.0,50.0,50.0,50.0
 The pain feels like it's right below the skin., The pain feels like it's right below the skin., The pain feels like it's right below the skin., the pain feels like it's right below the skin., The pain feels like it's right below the skin., The pain feels like it's right below the skin.,The pain feels like it's right below the skin,train_sample_323.wav,train_sample_323.wav,11.11111111111111,11.11111111111111,22.22222222222222,11.11111111111111,11.11111111111111
 I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne., I can't get a girlfriend because of my acne.,I can't get a girlfriend because of my acne.,train_sample_324.wav,train_sample_324.wav,0.0,0.0,0.0,0.0,0.0
 Hearing any loud sounds makes my ear aches., Hearing any loud sounds makes my ear aches., Hearing any loud sounds makes my ear aches., Hearing any loud sounds makes my ear aches., Hearing any loud sounds makes my ear aches., Hearing any loud sounds makes my ear aches.,Hearing any loud sounds makes my ear aches,train_sample_325.wav,train_sample_325.wav,12.5,12.5,12.5,12.5,12.5
 My hair is falling out in bunch ends., My hair is falling out in one chance., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches., My hair is falling out in bunches.,My hair is falling out in bunches.,train_sample_326.wav,train_sample_326.wav,28.57142857142857,0.0,0.0,0.0,0.0
 My abdominal muscul have a great pain since I was a gene., My abdominal muscles have great pain since I was a gene., My abdominal muscles have a great pain since I was a gene., My abdominal muscles have a great pain since I was a teen., My abdominal muscles have a great pain since I was a gym., My abdominal muscles have a great pain since I was a teen.,my abdominal muscles have great pain since i was at GYM,train_sample_327.wav,train_sample_327.wav,54.54545454545454,45.45454545454545,45.45454545454545,45.45454545454545,45.45454545454545
 There is a tingling sensation in my neck., There is a tingling sensation in my neck., There is a tingling sensation in my neck., There is a tingling sensation in my neck., There is a tingling sensation in my neck., There is a tingling sensation in my neck.,There is a tingling sensation in my neck.,train_sample_328.wav,train_sample_328.wav,0.0,0.0,0.0,0.0,0.0
" There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually case the hell out of me when it happens.", There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually case the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens., There are times when I feel crushed under a huge weight and no air passing to my lungs. It actually scares the hell out of me when it happens.,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",train_sample_329.wav,train_sample_329.wav,3.4482758620689653,6.896551724137931,6.896551724137931,6.896551724137931,6.896551724137931
 I carried a heavy bag yesterday and when I get up to there I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain., I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,train_sample_330.wav,train_sample_330.wav,11.11111111111111,0.0,0.0,0.0,0.0
 the wound is still open., The wound is still open., The wound is still open., The wound is still open., The wound is still open., The wound is still open.,The wound is still open,train_sample_331.wav,train_sample_331.wav,40.0,20.0,20.0,20.0,20.0
 I have rubbing in my shoulder., I have rubbing in my shoulder., I have throbbing in my shoulder., I have throbbing in my shoulder., I have throbbing in my shoulder., I have throbbing in my shoulder.,I have throbing in my shoulder,train_sample_332.wav,train_sample_332.wav,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
" When I drink a lot, I get a headache."," When I drink a lot, I get a headache."," When I drink a lot, I get a headache."," When I drink a lot, I get a headache."," When I drink a lot, I get a headache."," When I drink a lot, I get a headache.","When I drink a lot, I get a headache",train_sample_333.wav,train_sample_333.wav,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111
